job_title,company,location,salary,description,skills,standardized_title,salary_low,salary_avg,standardized_location,experience_years,skill_firebase,skill_rust,skill_ruby,skill_docker,skill_tableau,skill_kafka,skill_mongodb,skill_swift,skill_azure,skill_python,skill_kubernetes,skill_bash,skill_javascript,skill_spark,skill_flutter,skill_r,skill_numpy,skill_sql,skill_golang,skill_elasticsearch,skill_php,skill_react,skill_postgresql,skill_snowflake,skill_tensorflow,skill_vue.js,skill_pytorch,skill_c++,skill_gcp,skill_pandas,skill_scala,skill_aws,skill_angular,skill_node.js,skill_java,skill_power_bi,skill_terraform,skill_hadoop,skill_linux,skills_count,company_size
Network Engineer,DataNova,"Austin, TX",$114071 - $221984 per year,"We are urgently hiring a Network Engineer for our team at DataNova. Experience with Vue.js, GoLang, NumPy, Angular is highly preferred.","['Angular', 'Linux', 'Docker', 'Kafka', 'JavaScript']",Other Tech Role,114071.0,168027.5,"Austin, TX",3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,Large
Technical Support Specialist,Cloudify,"Atlanta, GA",$166905 - $259909 per year,"We are urgently hiring a Technical Support Specialist for our team at Cloudify. Experience with Hadoop, Kafka, NumPy, AWS, Tableau, SQL is highly preferred.","['Docker', 'Hadoop', 'MongoDB']",Other Tech Role,166905.0,213407.0,"Atlanta, GA",3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,Large
Embedded Systems Engineer,FutureFrame,"Chicago, IL",$122222 - $276895 per year,"We are urgently hiring a Embedded Systems Engineer for our team at FutureFrame. Experience with Power BI, JavaScript, AWS is highly preferred.","['Linux', 'GoLang', 'GCP', 'Power BI']",Other Tech Role,122222.0,199558.5,"Chicago, IL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,Large
Data Scientist,CircuitFlow,"Dallas, TX",$173267 - $248679 per year,"We are urgently hiring a Data Scientist for our team at CircuitFlow. Experience with Elasticsearch, Terraform, SQL, Swift is highly preferred.","['R', 'Ruby']",Data Scientist,173267.0,210973.0,"Dallas, TX",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Large
DevOps Engineer,DeepCompute,"Los Angeles, CA",$93374 - $244916 per year,"We are urgently hiring a DevOps Engineer for our team at DeepCompute. Experience with PostgreSQL, Python, SQL, Linux is highly preferred.","['Node.js', 'NumPy', 'Python']",DevOps/Cloud Engineer,93374.0,169145.0,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Large
DevOps Engineer,CircuitFlow,"Atlanta, GA",$86414 - $231107 per year,"We are urgently hiring a DevOps Engineer for our team at CircuitFlow. Experience with Terraform, Bash, SQL, Java is highly preferred.","['Firebase', 'PHP', 'Scala']",DevOps/Cloud Engineer,86414.0,158760.5,"Atlanta, GA",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Medium
Business Intelligence Analyst,CircuitFlow,"Tokyo, JP",$121196 - $206853 per year,"We are urgently hiring a Business Intelligence Analyst for our team at CircuitFlow. Experience with Flutter, Python, Linux, Pandas, GoLang is highly preferred.","['Scala', 'Firebase', 'Python', 'Bash', 'SQL']",Data Analyst,121196.0,164024.5,"Tokyo, JP",3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,Large
Systems Architect,NextGen,"Barcelona, ES",$98451 - $189243 per year,"We are urgently hiring a Systems Architect for our team at NextGen. Experience with Node.js, C++, Kafka is highly preferred.","['Ruby', 'Power BI']",Other Tech Role,98451.0,143847.0,"Barcelona, ES",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Large
AI Specialist,ByteLogic,"Dublin, IE",$107239 - $269247 per year,"We are urgently hiring a AI Specialist for our team at ByteLogic. Experience with NumPy, Power BI, Firebase, PostgreSQL, Scala, React is highly preferred.","['Bash', 'GoLang']",Other,107239.0,188243.0,"Dublin, IE",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Machine Learning Engineer,FutureFrame,"Vancouver, BC",$92635 - $196661 per year,"We are urgently hiring a Machine Learning Engineer for our team at FutureFrame. Experience with PyTorch, React, Node.js is highly preferred.","['SQL', 'Linux', 'Ruby']",ML Engineer,92635.0,144648.0,"Vancouver, BC",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Medium
Machine Learning Engineer,InnovateX,"Boston, MA",$154281 - $260651 per year,"We are urgently hiring a Machine Learning Engineer for our team at InnovateX. Experience with Vue.js, Java, Firebase, SQL, Elasticsearch is highly preferred.","['Swift', 'Spark', 'SQL']",ML Engineer,154281.0,207466.0,"Boston, MA",3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
Embedded Systems Engineer,TechCorp,"Seattle, WA",$129482 - $292654 per year,"We are urgently hiring a Embedded Systems Engineer for our team at TechCorp. Experience with Ruby, GCP, R, GoLang, AWS is highly preferred.","['Linux', 'Java', 'NumPy', 'Elasticsearch', 'TensorFlow']",Other Tech Role,129482.0,211068.0,"Seattle, WA",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,Medium
DevOps Engineer,ByteLogic,Singapore,$90944 - $224025 per year,"We are urgently hiring a DevOps Engineer for our team at ByteLogic. Experience with JavaScript, Vue.js, TensorFlow, PHP, Tableau, NumPy is highly preferred.","['C++', 'Java', 'Snowflake', 'Spark', 'AWS', 'Node.js']",DevOps/Cloud Engineer,90944.0,157484.5,Singapore,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,6,Large
Machine Learning Engineer,HyperData Solutions,"London, UK",$44577 - $261079 per year,"We are urgently hiring a Machine Learning Engineer for our team at HyperData Solutions. Experience with Spark, Terraform, SQL, Java is highly preferred.","['Rust', 'Python']",ML Engineer,44577.0,152828.0,"London, UK",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Large
Mobile App Developer,TechCorp,"Tokyo, JP",$55313 - $286654 per year,"We are urgently hiring a Mobile App Developer for our team at TechCorp. Experience with PostgreSQL, Node.js, Rust, SQL, Power BI, TensorFlow is highly preferred.","['PyTorch', 'PostgreSQL']",Software Engineer,55313.0,170983.5,"Tokyo, JP",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Large
Mobile App Developer,PixelPerfect,"Barcelona, ES",$141388 - $238939 per year,"We are urgently hiring a Mobile App Developer for our team at PixelPerfect. Experience with Kafka, Scala, GCP, R is highly preferred.","['Java', 'R', 'Power BI', 'Terraform', 'Rust']",Software Engineer,141388.0,190163.5,"Barcelona, ES",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,Small
Backend Developer,PixelPerfect,Singapore,$85705 - $230915 per year,"We are urgently hiring a Backend Developer for our team at PixelPerfect. Experience with C++, Terraform, JavaScript, Angular, Hadoop is highly preferred.","['SQL', 'R', 'Flutter']",Backend Engineer,85705.0,158310.0,Singapore,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Network Engineer,SkyNet Inc.,"Phoenix, AZ",$72774 - $290118 per year,"We are urgently hiring a Network Engineer for our team at SkyNet Inc.. Experience with Swift, Bash, Flutter, R, Vue.js is highly preferred.","['Linux', 'R', 'Terraform', 'Azure', 'Spark']",Other Tech Role,72774.0,181446.0,"Phoenix, AZ",3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,Small
Mobile App Developer,NextGen,"Dublin, IE",$178919 - $206989 per year,"We are urgently hiring a Mobile App Developer for our team at NextGen. Experience with Swift, GoLang, PostgreSQL, Terraform is highly preferred.","['Snowflake', 'Flutter', 'Terraform', 'Hadoop', 'Swift']",Software Engineer,178919.0,192954.0,"Dublin, IE",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,Medium
Mobile App Developer,NextGen,"Vancouver, BC",$68481 - $251149 per year,"We are urgently hiring a Mobile App Developer for our team at NextGen. Experience with Hadoop, Flutter, AWS, GoLang, Swift, Azure is highly preferred.","['C++', 'Linux', 'Tableau', 'Angular', 'Ruby', 'Vue.js']",Software Engineer,68481.0,159815.0,"Vancouver, BC",3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,6,Large
Software Engineer,CodeHaven,"Phoenix, AZ",$85178 - $215824 per year,"We are urgently hiring a Software Engineer for our team at CodeHaven. Experience with Bash, PostgreSQL, GoLang, Java is highly preferred.","['Spark', 'R', 'PHP', 'Kubernetes', 'Kafka']",Software Engineer,85178.0,150501.0,"Phoenix, AZ",3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Small
AI Specialist,EchoSoft,Remote (Global),$179090 - $276379 per year,"We are urgently hiring a AI Specialist for our team at EchoSoft. Experience with React, TensorFlow, Docker is highly preferred.","['Python', 'AWS']",Other,179090.0,227734.5,Remote,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Small
AI Specialist,InnovateX,"Atlanta, GA",$133505 - $206608 per year,"We are urgently hiring a AI Specialist for our team at InnovateX. Experience with Swift, Hadoop, TensorFlow, Terraform is highly preferred.","['Spark', 'MongoDB', 'Vue.js', 'PyTorch', 'Azure', 'Ruby']",Other,133505.0,170056.5,"Atlanta, GA",3,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,Large
Data Analyst,PixelPerfect,Remote,$81893 - $298071 per year,"We are urgently hiring a Data Analyst for our team at PixelPerfect. Experience with C++, Flutter, Node.js, Power BI is highly preferred.","['Flutter', 'C++', 'Snowflake', 'PostgreSQL', 'PyTorch', 'Pandas']",Data Analyst,81893.0,189982.0,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,6,Medium
DevOps Engineer,Cloudify,"Barcelona, ES",$78442 - $299168 per year,"We are urgently hiring a DevOps Engineer for our team at Cloudify. Experience with React, SQL, Kubernetes, Linux, PyTorch, Snowflake is highly preferred.","['C++', 'JavaScript', 'MongoDB', 'Terraform', 'Vue.js']",DevOps/Cloud Engineer,78442.0,188805.0,"Barcelona, ES",3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,Medium
Embedded Systems Engineer,GigabyteGroove,"Chicago, IL",$157265 - $297176 per year,"We are urgently hiring a Embedded Systems Engineer for our team at GigabyteGroove. Experience with Kafka, PostgreSQL, GCP is highly preferred.","['Docker', 'Terraform', 'TensorFlow', 'Ruby']",Other Tech Role,157265.0,227220.5,"Chicago, IL",3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,Medium
Backend Developer,EchoSoft,"Miami, FL",$143184 - $199593 per year,"We are urgently hiring a Backend Developer for our team at EchoSoft. Experience with GoLang, Spark, NumPy is highly preferred.","['Docker', 'GCP', 'Kafka', 'JavaScript', 'Flutter', 'C++', 'Terraform']",Backend Engineer,143184.0,171388.5,"Miami, FL",3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7,Small
Cloud Engineer,CodeHaven,"London, UK",$113464 - $248214 per year,"We are urgently hiring a Cloud Engineer for our team at CodeHaven. Experience with Kafka, Spark, C++ is highly preferred.","['PHP', 'Hadoop']",DevOps/Cloud Engineer,113464.0,180839.0,"London, UK",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Small
Cloud Engineer,ZetaWare,"Dallas, TX",$128478 - $185302 per year,"We are urgently hiring a Cloud Engineer for our team at ZetaWare. Experience with R, Docker, Azure, Snowflake, SQL is highly preferred.","['Python', 'PostgreSQL', 'JavaScript']",DevOps/Cloud Engineer,128478.0,156890.0,"Dallas, TX",3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Small
Data Analyst,BrightBytes,"Austin, TX",$163239 - $229809 per year,"We are urgently hiring a Data Analyst for our team at BrightBytes. Experience with SQL, Pandas, Linux, Azure, Terraform, Elasticsearch is highly preferred.","['Flutter', 'Azure', 'Kubernetes', 'GCP', 'Scala']",Data Analyst,163239.0,196524.0,"Austin, TX",3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,Small
Network Engineer,CodeHaven,"Vancouver, BC",$113830 - $214953 per year,"We are urgently hiring a Network Engineer for our team at CodeHaven. Experience with Vue.js, Docker, Spark is highly preferred.","['Node.js', 'JavaScript', 'Kubernetes', 'React', 'PHP', 'TensorFlow']",Other Tech Role,113830.0,164391.5,"Vancouver, BC",3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,Medium
Full Stack Developer,NeoTech,"Los Angeles, CA",$80371 - $254961 per year,"We are urgently hiring a Full Stack Developer for our team at NeoTech. Experience with Docker, TensorFlow, Python, Azure is highly preferred.","['TensorFlow', 'Java', 'R', 'Azure', 'React', 'Node.js']",Full Stack Engineer,80371.0,167666.0,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,Large
Data Scientist,NextGen,"Austin, TX",$61274 - $204323 per year,"We are urgently hiring a Data Scientist for our team at NextGen. Experience with Docker, Python, Angular is highly preferred.","['Rust', 'Swift', 'AWS', 'Docker', 'Linux', 'Spark', 'GoLang']",Data Scientist,61274.0,132798.5,"Austin, TX",3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,Small
Technical Support Specialist,CodeHaven,"Paris, FR",$169840 - $259358 per year,"We are urgently hiring a Technical Support Specialist for our team at CodeHaven. Experience with PyTorch, NumPy, MongoDB, AWS is highly preferred.","['Ruby', 'Elasticsearch', 'Python', 'Docker', 'GoLang']",Other Tech Role,169840.0,214599.0,"Paris, FR",3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Small
Cloud Engineer,NextGen,"Berlin, DE",$89635 - $271746 per year,"We are urgently hiring a Cloud Engineer for our team at NextGen. Experience with TensorFlow, GoLang, Ruby is highly preferred.","['Rust', 'C++', 'Bash', 'MongoDB']",DevOps/Cloud Engineer,89635.0,180690.5,"Berlin, DE",3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Medium
Data Analyst,EchoSoft,"Dallas, TX",$172816 - $263964 per year,"We are urgently hiring a Data Analyst for our team at EchoSoft. Experience with Swift, Angular, Scala, GCP, PHP is highly preferred.","['Python', 'Scala', 'NumPy', 'C++', 'TensorFlow', 'AWS']",Data Analyst,172816.0,218390.0,"Dallas, TX",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,Large
Machine Learning Engineer,CloudNest,"Portland, OR",$55834 - $261244 per year,"We are urgently hiring a Machine Learning Engineer for our team at CloudNest. Experience with Docker, Vue.js, Python, Firebase, Spark, Terraform is highly preferred.","['Firebase', 'TensorFlow', 'PostgreSQL', 'Scala', 'Spark', 'Vue.js', 'GCP']",ML Engineer,55834.0,158539.0,"Portland, OR",3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,Large
Technical Support Specialist,NeoTech,"Vancouver, BC",$118707 - $280062 per year,"We are urgently hiring a Technical Support Specialist for our team at NeoTech. Experience with Spark, Power BI, GoLang, Rust, C++, SQL is highly preferred.","['GCP', 'Flutter', 'R', 'PostgreSQL', 'Spark', 'Bash', 'Snowflake']",Other Tech Role,118707.0,199384.5,"Vancouver, BC",3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,Medium
Systems Architect,ZetaWare,"Seattle, WA",$77246 - $276712 per year,"We are urgently hiring a Systems Architect for our team at ZetaWare. Experience with Flutter, JavaScript, Kubernetes, Spark, Linux, Java is highly preferred.","['Terraform', 'Python', 'Angular', 'Ruby', 'Java']",Other Tech Role,77246.0,176979.0,"Seattle, WA",8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,Medium
Embedded Systems Engineer,ByteLogic,"Austin, TX",$64863 - $182148 per year,"We are urgently hiring a Embedded Systems Engineer for our team at ByteLogic. Experience with PyTorch, Java, Pandas, Azure, GoLang, JavaScript is highly preferred.","['Bash', 'C++', 'Hadoop', 'Snowflake', 'Pandas']",Other Tech Role,64863.0,123505.5,"Austin, TX",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5,Large
DevOps Engineer,CodeHaven,"Vancouver, BC",$170845 - $236735 per year,"We are urgently hiring a DevOps Engineer for our team at CodeHaven. Experience with C++, Kafka, AWS, GCP, React, TensorFlow is highly preferred.","['PyTorch', 'Firebase', 'NumPy', 'Java']",DevOps/Cloud Engineer,170845.0,203790.0,"Vancouver, BC",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,Small
DevOps Engineer,MacroLogic,"Vancouver, BC",$96728 - $234571 per year,"We are urgently hiring a DevOps Engineer for our team at MacroLogic. Experience with Python, Hadoop, C++, Azure, MongoDB, Angular is highly preferred.","['Node.js', 'Kubernetes', 'Tableau', 'NumPy', 'Azure', 'Terraform']",DevOps/Cloud Engineer,96728.0,165649.5,"Vancouver, BC",3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,Large
Backend Developer,NeoTech,"Tokyo, JP",$164131 - $188273 per year,"We are urgently hiring a Backend Developer for our team at NeoTech. Experience with Vue.js, Terraform, Flutter is highly preferred.","['Swift', 'Spark', 'Rust']",Backend Engineer,164131.0,176202.0,"Tokyo, JP",3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Medium
AI Specialist,DataNova,"Vancouver, BC",$113539 - $252744 per year,"We are urgently hiring a AI Specialist for our team at DataNova. Experience with PostgreSQL, Azure, GoLang, Kubernetes, Spark is highly preferred.","['PostgreSQL', 'Rust', 'PHP', 'Firebase', 'Kafka', 'PyTorch', 'JavaScript']",Other,113539.0,183141.5,"Vancouver, BC",3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,Small
AI Specialist,MacroLogic,Remote,$140700 - $278329 per year,"We are urgently hiring a AI Specialist for our team at MacroLogic. Experience with Spark, Docker, Tableau, Kafka is highly preferred.","['Firebase', 'Pandas', 'TensorFlow', 'Vue.js', 'Linux']",Other,140700.0,209514.5,Remote,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,Small
Product Manager,QuantumSoft,"Paris, FR",$77508 - $227681 per year,"We are urgently hiring a Product Manager for our team at QuantumSoft. Experience with PyTorch, PHP, Rust is highly preferred.","['Python', 'Spark', 'GCP', 'PyTorch', 'Java', 'Pandas', 'MongoDB']",Product/Project Manager,77508.0,152594.5,"Paris, FR",3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,7,Medium
Technical Support Specialist,DeepCompute,"Sydney, AU",$92444 - $288021 per year,"We are urgently hiring a Technical Support Specialist for our team at DeepCompute. Experience with Firebase, Node.js, NumPy, AWS is highly preferred.","['GoLang', 'Tableau', 'Elasticsearch', 'NumPy', 'PHP', 'Linux', 'Angular']",Other Tech Role,92444.0,190232.5,"Sydney, AU",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,7,Medium
Software Engineer,PixelPerfect,"Denver, CO",$93540 - $198882 per year,"We are urgently hiring a Software Engineer for our team at PixelPerfect. Experience with JavaScript, Flutter, Docker, Terraform, R is highly preferred.","['Vue.js', 'Linux', 'Snowflake']",Software Engineer,93540.0,146211.0,"Denver, CO",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Medium
Full Stack Developer,EchoSoft,"Toronto, ON",$122336 - $194122 per year,"We are urgently hiring a Full Stack Developer for our team at EchoSoft. Experience with R, Pandas, GoLang, Firebase, NumPy is highly preferred.","['MongoDB', 'Kubernetes', 'Spark']",Full Stack Engineer,122336.0,158229.0,"Toronto, ON",3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Large
Software Engineer,Cloudify,"San Francisco, CA",$125599 - $252427 per year,"We are urgently hiring a Software Engineer for our team at Cloudify. Experience with Terraform, Java, Spark, Linux, JavaScript, Angular is highly preferred.","['Spark', 'Bash', 'Ruby', 'Firebase', 'SQL', 'NumPy', 'Snowflake']",Software Engineer,125599.0,189013.0,"San Francisco Bay Area, CA",3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Large
Embedded Systems Engineer,GigabyteGroove,"San Francisco, CA",$174141 - $187321 per year,"We are urgently hiring a Embedded Systems Engineer for our team at GigabyteGroove. Experience with Kafka, TensorFlow, Kubernetes, Java is highly preferred.","['Tableau', 'C++']",Other Tech Role,174141.0,180731.0,"San Francisco Bay Area, CA",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Small
DevOps Engineer,InnovateX,Remote (Global),$134454 - $226803 per year,"We are urgently hiring a DevOps Engineer for our team at InnovateX. Experience with Docker, Flutter, Azure, TensorFlow, Kafka is highly preferred.","['Power BI', 'AWS', 'Tableau', 'Flutter', 'Bash']",DevOps/Cloud Engineer,134454.0,180628.5,Remote,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,Medium
Backend Developer,FutureFrame,"Los Angeles, CA",$94330 - $238785 per year,"We are urgently hiring a Backend Developer for our team at FutureFrame. Experience with Node.js, Scala, Rust, PHP is highly preferred.","['Snowflake', 'JavaScript']",Backend Engineer,94330.0,166557.5,"Los Angeles, CA",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Data Scientist,DataNova,"Paris, FR",$99118 - $242743 per year,"We are urgently hiring a Data Scientist for our team at DataNova. Experience with SQL, Rust, Java is highly preferred.","['Elasticsearch', 'Spark', 'Linux']",Data Scientist,99118.0,170930.5,"Paris, FR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Small
Mobile App Developer,TechCorp,"London, UK",$115927 - $244517 per year,"We are urgently hiring a Mobile App Developer for our team at TechCorp. Experience with Flutter, Snowflake, TensorFlow is highly preferred.","['GoLang', 'MongoDB']",Software Engineer,115927.0,180222.0,"London, UK",3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Small
Data Scientist,CodeHaven,"Boston, MA",$168834 - $180937 per year,"We are urgently hiring a Data Scientist for our team at CodeHaven. Experience with Docker, MongoDB, Terraform, Elasticsearch, C++ is highly preferred.","['Swift', 'Java', 'Power BI', 'Python', 'NumPy']",Data Scientist,168834.0,174885.5,"Boston, MA",3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,Small
